name,url,season,stats
Arsenal,https://www.premierleague.com/en/clubs/3/arsenal/stats,2023/2024,"[{'Games Played': '38', 'Goals': '91', 'Goals Conceded': '29', 'Shots': '456', 'Shots On Target': '228', 'Penalties Taken (Scored)': '10 (10)', 'Free Kicks Scored': '6', 'Hit Woodwork': '13', 'Crosses (Completed %)': '410 (24%)', 'Interceptions': '292', 'Blocks': '106', 'Clearances': '481', 'Penalties Saved (%)': '1 (33%)', 'Passes': '21,052', 'Long Passes (Completed %)': '1,554 (47%)', 'Corners Taken': '266', 'Dribbles (Completed %)': '587 (48%)', 'Duels Won': '1,791', 'Aerial Duels Won': '515', 'Red Cards': '2', 'Yellow Cards': '62', 'Fouls': '391', 'Offsides': '87', 'Own Goals': '5'}]"
Aston Villa,https://www.premierleague.com/en/clubs/7/aston-villa/stats,2023/2024,"[{'Games Played': '38', 'Goals': '76', 'Goals Conceded': '61', 'Shots': '382', 'Shots On Target': '191', 'Penalties Taken (Scored)': '4 (4)', 'Free Kicks Scored (Scored)': '15 (1)', 'Hit Woodwork': '12', 'Crosses (Completed %)': '457 (21%)', 'Interceptions': '236', 'Blocks': '113', 'Clearances': '562', 'Penalties Saved (%)': '1 (50%)', 'Passes': '17,876', 'Long Passes (Completed %)': '1,630 (49%)', 'Corners Taken': '233', 'Dribbles (Completed %)': '660 (52%)', 'Duels Won': '1,700', 'Aerial Duels Won': '340', 'Red Cards': '2', 'Yellow Cards': '94', 'Fouls': '412', 'Offsides': '47', 'Own Goals': '4'}]"
Bournemouth,https://www.premierleague.com/en/clubs/91/bournemouth/stats,2023/2024,"[{'Games Played': '38', 'Goals': '54', 'Goals Conceded': '67', 'Shots': '370', 'Shots On Target': '185', 'Penalties Taken (Scored)': '3 (2)', 'Free Kicks Scored': '18', 'Hit Woodwork': '13', 'Crosses (Completed %)': '455 (24%)', 'Interceptions': '357', 'Blocks': '153', 'Clearances': '788', 'Penalties Saved (%)': '1 (14%)', 'Passes': '14,204', 'Long Passes (Completed %)': '2,282 (40%)', 'Corners Taken': '236', 'Dribbles (Completed %)': '796 (48%)', 'Duels Won': '2,034', 'Aerial Duels Won': '596', 'Red Cards': '3', 'Yellow Cards': '79', 'Fouls': '507', 'Offsides': '56', 'Own Goals': '2'}]"
Brentford,https://www.premierleague.com/en/clubs/94/brentford/stats,2023/2024,"[{'Games Played': '38', 'Goals': '56', 'Goals Conceded': '65', 'Shots': '344', 'Shots On Target': '172', 'Penalties Taken (Scored)': '3 (3)', 'Free Kicks Scored (Scored)': '17 (2)', 'Hit Woodwork': '13', 'Crosses (Completed %)': '520 (25%)', 'Interceptions': '378', 'Blocks': '142', 'Clearances': '865', 'Passes': '15,223', 'Long Passes (Completed %)': '2,223 (43%)', 'Corners Taken': '185', 'Dribbles (Completed %)': '513 (47%)', 'Duels Won': '1,971', 'Aerial Duels Won': '643', 'Red Cards': '2', 'Yellow Cards': '89', 'Fouls': '385', 'Offsides': '70', 'Own Goals': '2'}]"
Brighton and Hove Albion,https://www.premierleague.com/en/clubs/36/brighton-and-hove-albion/stats,2023/2024,"[{'Games Played': '38', 'Goals': '55', 'Goals Conceded': '62', 'Shots': '416', 'Shots On Target': '208', 'Penalties Taken (Scored)': '6 (5)', 'Free Kicks Scored': '11', 'Hit Woodwork': '11', 'Crosses (Completed %)': '466 (22%)', 'Interceptions': '288', 'Blocks': '140', 'Clearances': '572', 'Passes': '23,547', 'Long Passes (Completed %)': '1,496 (53%)', 'Corners Taken': '206', 'Dribbles (Completed %)': '619 (48%)', 'Duels Won': '1,801', 'Aerial Duels Won': '410', 'Red Cards': '3', 'Yellow Cards': '91', 'Fouls': '414', 'Offsides': '84', 'Own Goals': '5'}]"
Burnley,https://www.premierleague.com/en/clubs/90/burnley/stats,2023/2024,"[{'Games Played': '38', 'Goals': '41', 'Goals Conceded': '78', 'Shots': '284', 'Shots On Target': '142', 'Penalties Taken (Scored)': '3 (3)', 'Free Kicks Scored': '13', 'Hit Woodwork': '6', 'Crosses (Completed %)': '377 (18%)', 'Interceptions': '280', 'Blocks': '169', 'Clearances': '823', 'Penalties Saved (%)': '1 (14%)', 'Passes': '16,447', 'Long Passes (Completed %)': '2,211 (39%)', 'Corners Taken': '181', 'Dribbles (Completed %)': '629 (48%)', 'Duels Won': '1,821', 'Aerial Duels Won': '576', 'Red Cards': '7', 'Yellow Cards': '71', 'Fouls': '429', 'Offsides': '76', 'Own Goals': '1'}]"
Chelsea,https://www.premierleague.com/en/clubs/8/chelsea/stats,2023/2024,"[{'Games Played': '38', 'Goals': '77', 'Goals Conceded': '63', 'Shots': '430', 'Shots On Target': '215', 'Penalties Taken (Scored)': '12 (11)', 'Free Kicks Scored (Scored)': '22 (1)', 'Hit Woodwork': '17', 'Crosses (Completed %)': '388 (18%)', 'Interceptions': '298', 'Blocks': '166', 'Clearances': '731', 'Penalties Saved (%)': '1 (20%)', 'Passes': '21,926', 'Long Passes (Completed %)': '1,705 (52%)', 'Corners Taken': '203', 'Dribbles (Completed %)': '764 (52%)', 'Duels Won': '1,952', 'Aerial Duels Won': '449', 'Red Cards': '4', 'Yellow Cards': '105', 'Fouls': '446', 'Offsides': '85', 'Own Goals': '1'}]"
Crystal Palace,https://www.premierleague.com/en/clubs/31/crystal-palace/stats,2023/2024,"[{'Games Played': '38', 'Goals': '57', 'Goals Conceded': '58', 'Shots': '338', 'Shots On Target': '169', 'Penalties Taken (Scored)': '4 (4)', 'Free Kicks Scored (Scored)': '20 (1)', 'Hit Woodwork': '8', 'Crosses (Completed %)': '370 (21%)', 'Interceptions': '324', 'Blocks': '122', 'Clearances': '867', 'Passes': '15,261', 'Long Passes (Completed %)': '2,086 (39%)', 'Corners Taken': '178', 'Dribbles (Completed %)': '661 (52%)', 'Duels Won': '2,109', 'Aerial Duels Won': '563', 'Red Cards': '2', 'Yellow Cards': '69', 'Fouls': '457', 'Offsides': '72', 'Own Goals': '1'}]"
Everton,https://www.premierleague.com/en/clubs/11/everton/stats,2023/2024,"[{'Games Played': '38', 'Goals': '40', 'Goals Conceded': '51', 'Shots': '324', 'Shots On Target': '162', 'Penalties Taken (Scored)': '3 (2)', 'Free Kicks Scored (Scored)': '14 (1)', 'Hit Woodwork': '18', 'Crosses (Completed %)': '533 (19%)', 'Interceptions': '357', 'Blocks': '177', 'Clearances': '839', 'Passes': '13,764', 'Long Passes (Completed %)': '2,388 (44%)', 'Corners Taken': '181', 'Dribbles (Completed %)': '517 (48%)', 'Duels Won': '2,030', 'Aerial Duels Won': '694', 'Red Cards': '1', 'Yellow Cards': '80', 'Fouls': '457', 'Offsides': '89'}]"
Fulham,https://www.premierleague.com/en/clubs/54/fulham/stats,2023/2024,"[{'Games Played': '38', 'Goals': '55', 'Goals Conceded': '61', 'Shots': '360', 'Shots On Target': '180', 'Penalties Taken (Scored)': '2 (2)', 'Free Kicks Scored': '14', 'Hit Woodwork': '19', 'Crosses (Completed %)': '536 (21%)', 'Interceptions': '371', 'Blocks': '117', 'Clearances': '716', 'Passes': '18,587', 'Long Passes (Completed %)': '2,018 (48%)', 'Corners Taken': '212', 'Dribbles (Completed %)': '503 (54%)', 'Duels Won': '1,801', 'Aerial Duels Won': '495', 'Red Cards': '4', 'Yellow Cards': '78', 'Fouls': '384', 'Offsides': '51', 'Own Goals': '1'}]"
