name,url,season,stats
Arsenal,https://www.premierleague.com/en/clubs/3/arsenal/stats,2018/2019,"[{'Games Played': '38', 'Goals': '73', 'Goals Conceded': '51', 'Shots': '340', 'Shots On Target': '170', 'Penalties Taken (Scored)': '5 (4)', 'Free Kicks Scored (Scored)': '11 (3)', 'Hit Woodwork': '8', 'Crosses (Completed %)': '450 (19%)', 'Interceptions': '412', 'Blocks': '118', 'Clearances': '762', 'Passes': '20,804', 'Long Passes (Completed %)': '2,062 (51%)', 'Corners Taken': '210', 'Dribbles (Completed %)': '536 (57%)', 'Duels Won': '1,925', 'Aerial Duels Won': '565', 'Red Cards': '2', 'Yellow Cards': '72', 'Fouls': '412', 'Offsides': '89', 'Own Goals': '4'}]"
Bournemouth,https://www.premierleague.com/en/clubs/91/bournemouth/stats,2018/2019,"[{'Games Played': '38', 'Goals': '56', 'Goals Conceded': '70', 'Shots': '326', 'Shots On Target': '163', 'Penalties Taken (Scored)': '9 (7)', 'Free Kicks Scored': '16', 'Hit Woodwork': '12', 'Crosses (Completed %)': '433 (24%)', 'Interceptions': '370', 'Blocks': '152', 'Clearances': '1,021', 'Passes': '15,947', 'Long Passes (Completed %)': '1,932 (42%)', 'Corners Taken': '191', 'Dribbles (Completed %)': '575 (50%)', 'Duels Won': '1,957', 'Aerial Duels Won': '714', 'Red Cards': '1', 'Yellow Cards': '60', 'Fouls': '340', 'Offsides': '57', 'Own Goals': '1'}]"
Brighton and Hove Albion,https://www.premierleague.com/en/clubs/36/brighton-and-hove-albion/stats,2018/2019,"[{'Games Played': '38', 'Goals': '35', 'Goals Conceded': '60', 'Shots': '216', 'Shots On Target': '108', 'Penalties Taken (Scored)': '6 (5)', 'Free Kicks Scored': '12', 'Hit Woodwork': '6', 'Crosses (Completed %)': '447 (23%)', 'Interceptions': '463', 'Blocks': '170', 'Clearances': '922', 'Passes': '14,109', 'Long Passes (Completed %)': '2,621 (44%)', 'Corners Taken': '158', 'Dribbles (Completed %)': '524 (52%)', 'Duels Won': '2,077', 'Aerial Duels Won': '837', 'Red Cards': '4', 'Yellow Cards': '60', 'Fouls': '463', 'Offsides': '90'}]"
Burnley,https://www.premierleague.com/en/clubs/90/burnley/stats,2018/2019,"[{'Games Played': '38', 'Goals': '45', 'Goals Conceded': '68', 'Shots': '232', 'Shots On Target': '116', 'Penalties Taken (Scored)': '2 (2)', 'Free Kicks Scored': '14', 'Hit Woodwork': '12', 'Crosses (Completed %)': '513 (19%)', 'Interceptions': '365', 'Blocks': '222', 'Clearances': '1,080', 'Penalties Saved (%)': '1 (33%)', 'Passes': '13,011', 'Long Passes (Completed %)': '2,898 (41%)', 'Corners Taken': '140', 'Dribbles (Completed %)': '369 (56%)', 'Duels Won': '2,160', 'Aerial Duels Won': '1,049', 'Red Cards': '1', 'Yellow Cards': '75', 'Fouls': '360', 'Offsides': '106', 'Own Goals': '2'}]"
Cardiff City,https://www.premierleague.com/en/clubs/97/cardiff-city/stats,2018/2019,"[{'Games Played': '38', 'Goals': '34', 'Goals Conceded': '69', 'Shots': '252', 'Shots On Target': '126', 'Penalties Taken (Scored)': '4 (3)', 'Free Kicks Scored': '13', 'Hit Woodwork': '14', 'Crosses (Completed %)': '345 (22%)', 'Interceptions': '529', 'Blocks': '147', 'Clearances': '978', 'Penalties Saved (%)': '3 (43%)', 'Passes': '10,227', 'Long Passes (Completed %)': '2,514 (35%)', 'Corners Taken': '169', 'Dribbles (Completed %)': '477 (55%)', 'Duels Won': '2,273', 'Aerial Duels Won': '981', 'Red Cards': '1', 'Yellow Cards': '66', 'Fouls': '374', 'Offsides': '77', 'Own Goals': '1'}]"
Chelsea,https://www.premierleague.com/en/clubs/8/chelsea/stats,2018/2019,"[{'Games Played': '38', 'Goals': '63', 'Goals Conceded': '39', 'Shots': '396', 'Shots On Target': '198', 'Penalties Taken (Scored)': '5 (5)', 'Free Kicks Scored': '30', 'Hit Woodwork': '21', 'Crosses (Completed %)': '476 (17%)', 'Interceptions': '350', 'Blocks': '73', 'Clearances': '593', 'Penalties Saved (%)': '1 (50%)', 'Passes': '25,071', 'Long Passes (Completed %)': '1,774 (62%)', 'Corners Taken': '215', 'Dribbles (Completed %)': '701 (64%)', 'Duels Won': '2,014', 'Aerial Duels Won': '532', 'Red Cards': '0', 'Yellow Cards': '49', 'Fouls': '339', 'Offsides': '83', 'Own Goals': '2'}]"
Crystal Palace,https://www.premierleague.com/en/clubs/31/crystal-palace/stats,2018/2019,"[{'Games Played': '38', 'Goals': '51', 'Goals Conceded': '53', 'Shots': '296', 'Shots On Target': '148', 'Penalties Taken (Scored)': '11 (10)', 'Free Kicks Scored (Scored)': '16 (1)', 'Hit Woodwork': '15', 'Crosses (Completed %)': '350 (23%)', 'Interceptions': '446', 'Blocks': '141', 'Clearances': '940', 'Penalties Saved (%)': '1 (20%)', 'Passes': '15,243', 'Long Passes (Completed %)': '2,259 (41%)', 'Corners Taken': '205', 'Dribbles (Completed %)': '667 (57%)', 'Duels Won': '2,179', 'Aerial Duels Won': '689', 'Red Cards': '2', 'Yellow Cards': '58', 'Fouls': '386', 'Offsides': '78', 'Own Goals': '3'}]"
Everton,https://www.premierleague.com/en/clubs/11/everton/stats,2018/2019,"[{'Games Played': '38', 'Goals': '54', 'Goals Conceded': '46', 'Shots': '338', 'Shots On Target': '169', 'Penalties Taken (Scored)': '5 (2)', 'Free Kicks Scored (Scored)': '20 (2)', 'Hit Woodwork': '16', 'Crosses (Completed %)': '536 (21%)', 'Interceptions': '454', 'Blocks': '85', 'Clearances': '825', 'Penalties Saved (%)': '3 (60%)', 'Passes': '16,494', 'Long Passes (Completed %)': '2,310 (45%)', 'Corners Taken': '215', 'Dribbles (Completed %)': '586 (56%)', 'Duels Won': '2,316', 'Aerial Duels Won': '894', 'Red Cards': '4', 'Yellow Cards': '55', 'Fouls': '432', 'Offsides': '69', 'Own Goals': '1'}]"
Fulham,https://www.premierleague.com/en/clubs/54/fulham/stats,2018/2019,"[{'Games Played': '38', 'Goals': '34', 'Goals Conceded': '81', 'Shots': '292', 'Shots On Target': '146', 'Penalties Taken (Scored)': '3 (2)', 'Free Kicks Scored': '10', 'Hit Woodwork': '13', 'Crosses (Completed %)': '465 (19%)', 'Interceptions': '433', 'Blocks': '144', 'Clearances': '971', 'Penalties Saved (%)': '1 (14%)', 'Passes': '17,699', 'Long Passes (Completed %)': '2,417 (45%)', 'Corners Taken': '162', 'Dribbles (Completed %)': '572 (62%)', 'Duels Won': '2,030', 'Aerial Duels Won': '751', 'Red Cards': '2', 'Yellow Cards': '68', 'Fouls': '423', 'Offsides': '90', 'Own Goals': '1'}]"
Huddersfield Town,https://www.premierleague.com/en/clubs/38/huddersfield-town/stats,2018/2019,"[{'Games Played': '38', 'Goals': '22', 'Goals Conceded': '76', 'Shots': '236', 'Shots On Target': '118', 'Penalties Taken (Scored)': '1 (1)', 'Free Kicks Scored (Scored)': '15 (1)', 'Hit Woodwork': '11', 'Crosses (Completed %)': '562 (19%)', 'Interceptions': '531', 'Blocks': '130', 'Clearances': '658', 'Penalties Saved (%)': '1 (13%)', 'Passes': '15,897', 'Long Passes (Completed %)': '2,601 (46%)', 'Corners Taken': '163', 'Dribbles (Completed %)': '446 (52%)', 'Duels Won': '2,163', 'Aerial Duels Won': '861', 'Red Cards': '4', 'Yellow Cards': '55', 'Fouls': '420', 'Offsides': '63', 'Own Goals': '1'}]"
Leicester City,https://www.premierleague.com/en/clubs/13/leicester-city/stats,2018/2019,"[{'Games Played': '38', 'Goals': '51', 'Goals Conceded': '48', 'Shots': '368', 'Shots On Target': '184', 'Penalties Taken (Scored)': '7 (5)', 'Free Kicks Scored (Scored)': '19 (3)', 'Hit Woodwork': '10', 'Crosses (Completed %)': '550 (17%)', 'Interceptions': '436', 'Blocks': '96', 'Clearances': '945', 'Passes': '17,219', 'Long Passes (Completed %)': '2,335 (50%)', 'Corners Taken': '210', 'Dribbles (Completed %)': '666 (59%)', 'Duels Won': '2,256', 'Aerial Duels Won': '817', 'Red Cards': '5', 'Yellow Cards': '57', 'Fouls': '351', 'Offsides': '72', 'Own Goals': '3'}]"
